Status,Sample File,Sample Name,Comments,Analysis Method,Panel,Size Standard,Run Name,REF,SQI,SFNF,SQ,UD1,UD2,UD3,Plate,Lane, Well,Marker,Allele 1,Allele 2,Allele 3,Allele 4,Allele 5,Allele 6,Size 1,Size 2,Size 3,Size 4,Size 5,Size 6
FALSE,PI_588817-05_McR_K02.fsa,PI_588817-05_McR,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box1-4_PM1_2019-06-05_2,FALSE,FALSE,0,0.81,102_,A02,006_,Apple2019_Box1-4_PM1,5,K02,GD_142,144,146,,,,,143.84,146.1,,,,
FALSE,PI_588850-11_RBL_L01.fsa,PI_588850-11_RBL,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box1-4_PM1_2019-06-05_2,FALSE,FALSE,0,0.8099,198_,B01,006_,Apple2019_Box1-4_PM1,5,L01,GD_142,144,151,,,,,144.06,150.86,,,,
FALSE,PI_588953-14_BD_L04.fsa,PI_588953-14_BD,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box1-4_PM1_2019-06-05_2,FALSE,FALSE,0,0.81,302_,B02,014_,Apple2019_Box1-4_PM1,6,L04,GD_142,144,153,,,,,143.74,152.54,,,,
FALSE,PI_588953-14_BD_M02.fsa,PI_588953-14_BD,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box1-4_PM1_2019-06-05_2,FALSE,FALSE,0,0.8099,103_,A02,007_,Apple2019_Box1-4_PM1,3,M02,GD_142,144,153,,,,,143.85,152.78,,,,
FALSE,PI_588817-05_McR_N01.fsa,PI_588817-05_McR,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box1-4_PM1_2019-06-05_2,FALSE,FALSE,0,0.8099,199_,B01,007_,Apple2019_Box1-4_PM1,3,N01,GD_142,144,146,,,,,144.11,146.45,,,,
FALSE,PI_588953-14_BD_P01.fsa,PI_588953-14_BD,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box1-4_PM1_2019-06-05_2,FALSE,FALSE,0,0.8099,200_,B01,008_,Apple2019_Box1-4_PM1,1,P01,GD_142,144,153,,,,,144.17,153.01,,,,
FALSE,PI_590184-17_GD_A08.fsa,PI_590184-17_GD,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,505_,A02,025_,Apple2019_Box5-6_Plate1-2_PM1r,32,A08,GD_142,153,153,,,,,152.76,152.76,,,,
FALSE,UWY_31_Charlamoff_A10.fsa,UWY_31_Charlamoff,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,513_,A02,033_,Apple2019_Box5-6_Plate1-2_PM1r,47,A10,GD_142,135,151,,,,,135.19,150.55,,,,
FALSE,PI_105388_04_Paridiso_A17.fsa,PI_105388_04_Paridiso,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,449_,A01,065_,Apple2019_Box5-6_Plate1-2_PM1r,79,A17,GD_142,,,,,,,,,,,,
FALSE,Box2-G6-KN_19-23_B01.fsa,Box2-G6-KN_19-23,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,673_,B02,001_,Apple2019_Box5-6_Plate1-2_PM1r,15,B01,GD_142,151,157,,,,,150.56,156.94,,,,
FALSE,Box1-F6-KL_01-12_B02.fsa,Box1-F6-KL_01-12,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,577_,B01,001_,Apple2019_Box5-6_Plate1-2_PM1r,15,B02,GD_142,116,144,151,,,,116.96,143.83,150.56,,,
FALSE,Box2-G7-KN_12-30_B03.fsa,Box2-G7-KN_12-30,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,681_,B02,009_,Apple2019_Box5-6_Plate1-2_PM1r,16,B03,GD_142,153,153,,,,,153.12,153.12,,,,
FALSE,Box1-F7-KN_12-20_B04.fsa,Box1-F7-KN_12-20,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,585_,B01,009_,Apple2019_Box5-6_Plate1-2_PM1r,16,B04,GD_142,144,165,,,,,143.84,165.02,,,,
FALSE,Box2-G8-RA_01-4-2_B05.fsa,Box2-G8-RA_01-4-2,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,689_,B02,017_,Apple2019_Box5-6_Plate1-2_PM1r,31,B05,GD_142,144,157,,,,,143.73,156.75,,,,
FALSE,Box1-F8-KN_12-12_B06.fsa,Box1-F8-KN_12-12,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,593_,B01,017_,Apple2019_Box5-6_Plate1-2_PM1r,31,B06,GD_142,135,151,,,,,135.12,150.47,,,,
FALSE,Box2-G9-KN_19-05_B07.fsa,Box2-G9-KN_19-05,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,697_,B02,025_,Apple2019_Box5-6_Plate1-2_PM1r,32,B07,GD_142,151,157,,,,,150.56,156.79,,,,
FALSE,Box1-F9-KN_12-19_B08.fsa,Box1-F9-KN_12-19,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,601_,B01,025_,Apple2019_Box5-6_Plate1-2_PM1r,32,B08,GD_142,135,137,,,,,135.06,137.16,,,,
FALSE,Box2-H1-KN_19-01_B09.fsa,Box2-H1-KN_19-01,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,705_,B02,033_,Apple2019_Box5-6_Plate1-2_PM1r,47,B09,GD_142,144,146,,,,,143.93,146.23,,,,
FALSE,Box1-G1-LH_T1-1_B10.fsa,Box1-G1-LH_T1-1,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,609_,B01,033_,Apple2019_Box5-6_Plate1-2_PM1r,47,B10,GD_142,144,157,,,,,143.83,156.79,,,,
FALSE,Box2-H2-RA_18-9_B11.fsa,Box2-H2-RA_18-9,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,713_,B02,041_,Apple2019_Box5-6_Plate1-2_PM1r,48,B11,GD_142,131,153,,,,,130.91,152.72,,,,
FALSE,Box1-G2-LH_T5-8_B12.fsa,Box1-G2-LH_T5-8,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,617_,B01,041_,Apple2019_Box5-6_Plate1-2_PM1r,48,B12,GD_142,151,153,,,,,150.57,152.72,,,,
FALSE,Box2-H3-RA_01-8_B13.fsa,Box2-H3-RA_01-8,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,721_,B02,049_,Apple2019_Box5-6_Plate1-2_PM1r,63,B13,GD_142,146,163,,,,,146.2,162.85,,,,
FALSE,Box1-G3-KL_28-5_B14.fsa,Box1-G3-KL_28-5,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,625_,B01,049_,Apple2019_Box5-6_Plate1-2_PM1r,63,B14,GD_142,,,,,,,,,,,,
FALSE,Box2-H4-RA_01-5_B15.fsa,Box2-H4-RA_01-5,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,729_,B02,057_,Apple2019_Box5-6_Plate1-2_PM1r,64,B15,GD_142,131,153,,,,,130.92,152.69,,,,
FALSE,Box1-G4-PA_30-9_B16.fsa,Box1-G4-PA_30-9,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,633_,B01,057_,Apple2019_Box5-6_Plate1-2_PM1r,64,B16,GD_142,144,157,,,,,143.83,156.75,,,,
FALSE,Box2-H5-RA_18-7_B17.fsa,Box2-H5-RA_18-7,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,737_,B02,065_,Apple2019_Box5-6_Plate1-2_PM1r,79,B17,GD_142,146,153,,,,,146.16,152.69,,,,
FALSE,Box1-G5-KL_28-4_B18.fsa,Box1-G5-KL_28-4,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,641_,B01,065_,Apple2019_Box5-6_Plate1-2_PM1r,79,B18,GD_142,144,151,,,,,143.88,150.56,,,,
FALSE,Box2-H6-RA_01-3_B19.fsa,Box2-H6-RA_01-3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,745_,B02,073_,Apple2019_Box5-6_Plate1-2_PM1r,80,B19,GD_142,153,157,,,,,152.69,156.88,,,,
FALSE,Box1-G6-KL_28-10_B20.fsa,Box1-G6-KL_28-10,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,649_,B01,073_,Apple2019_Box5-6_Plate1-2_PM1r,80,B20,GD_142,137,151,157,,,,137.18,150.56,156.88,,,
FALSE,Box2-H7-KL_12-7_B21.fsa,Box2-H7-KL_12-7,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,753_,B02,081_,Apple2019_Box5-6_Plate1-2_PM1r,95,B21,GD_142,135,144,,,,,135.14,143.94,,,,
FALSE,Box1-G7-KN_12-22_B22.fsa,Box1-G7-KN_12-22,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,657_,B01,081_,Apple2019_Box5-6_Plate1-2_PM1r,95,B22,GD_142,144,153,,,,,143.84,152.66,,,,
FALSE,Box2-H8-KL_12-2_B23.fsa,Box2-H8-KL_12-2,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,761_,B02,089_,Apple2019_Box5-6_Plate1-2_PM1r,96,B23,GD_142,151,157,,,,,150.73,157.05,,,,
FALSE,Box1-G8-KN_12-17_B24.fsa,Box1-G8-KN_12-17,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,665_,B01,089_,Apple2019_Box5-6_Plate1-2_PM1r,96,B24,GD_142,153,153,,,,,153.36,153.36,,,,
FALSE,PI_590184-17_GD_C03.fsa,PI_590184-17_GD,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,394_,A01,010_,Apple2019_Box5-6_Plate1-2_PM1r,14,C03,GD_142,153,153,,,,,152.89,152.89,,,,
FALSE,PI_590185-12_Jon_C08.fsa,PI_590185-12_Jon,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,506_,A02,026_,Apple2019_Box5-6_Plate1-2_PM1r,30,C08,GD_142,146,163,,,,,146.1,162.85,,,,
FALSE,UWY_36_McMahan_C10.fsa,UWY_36_McMahan,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,514_,A02,034_,Apple2019_Box5-6_Plate1-2_PM1r,45,C10,GD_142,137,153,,,,,137.16,152.69,,,,
FALSE,PI_588790_11_Bisbee_C17.fsa,PI_588790_11_Bisbee,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,450_,A01,066_,Apple2019_Box5-6_Plate1-2_PM1r,77,C17,GD_142,144,144,,,,,144.05,144.05,,,,
FALSE,Box2-H9-KN_12-27_D01.fsa,Box2-H9-KN_12-27,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,674_,B02,002_,Apple2019_Box5-6_Plate1-2_PM1r,13,D01,GD_142,144,153,,,,,143.78,152.6,,,,
FALSE,Box1-G9-KN_12-21_D02.fsa,Box1-G9-KN_12-21,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.729,578_,B01,002_,Apple2019_Box5-6_Plate1-2_PM1r,13,D02,GD_142,139,139,,,,,139,139,,,,
FALSE,Box2-I1-PR_16-7_D03.fsa,Box2-I1-PR_16-7,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,682_,B02,010_,Apple2019_Box5-6_Plate1-2_PM1r,14,D03,GD_142,146,153,,,,,146.13,152.69,,,,
FALSE,Box1-H1-KN_12-15_D04.fsa,Box1-H1-KN_12-15,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,586_,B01,010_,Apple2019_Box5-6_Plate1-2_PM1r,14,D04,GD_142,144,165,,,,,143.83,164.96,,,,
FALSE,Box2-I2-PR_16-2_D05.fsa,Box2-I2-PR_16-2,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,690_,B02,018_,Apple2019_Box5-6_Plate1-2_PM1r,29,D05,GD_142,144,146,,,,,143.79,146.06,,,,
FALSE,Box1-H2-KN_12-14_D06.fsa,Box1-H2-KN_12-14,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,594_,B01,018_,Apple2019_Box5-6_Plate1-2_PM1r,29,D06,GD_142,135,151,,,,,135.05,150.47,,,,
FALSE,Box2-I3-PR_23-2_D07.fsa,Box2-I3-PR_23-2,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,698_,B02,026_,Apple2019_Box5-6_Plate1-2_PM1r,30,D07,GD_142,137,144,,,,,137.14,143.77,,,,
FALSE,Box1-H3-MRD_T5_D08.fsa,Box1-H3-MRD_T5,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,602_,B01,026_,Apple2019_Box5-6_Plate1-2_PM1r,30,D08,GD_142,144,153,,,,,143.77,152.55,,,,
FALSE,Box2-I4-PR_23-1_D09.fsa,Box2-I4-PR_23-1,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,706_,B02,034_,Apple2019_Box5-6_Plate1-2_PM1r,45,D09,GD_142,144,153,,,,,143.78,152.53,,,,
FALSE,Box1-H4-KL_28-12_D10.fsa,Box1-H4-KL_28-12,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,610_,B01,034_,Apple2019_Box5-6_Plate1-2_PM1r,45,D10,GD_142,137,151,,,,,137.14,150.47,,,,
FALSE,Box2-I5-PR_23-3_D11.fsa,Box2-I5-PR_23-3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,714_,B02,042_,Apple2019_Box5-6_Plate1-2_PM1r,46,D11,GD_142,146,157,,,,,146.1,156.79,,,,
FALSE,Box1-H5-BB_T1_D12.fsa,Box1-H5-BB_T1,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,618_,B01,042_,Apple2019_Box5-6_Plate1-2_PM1r,46,D12,GD_142,137,157,,,,,137.15,156.7,,,,
FALSE,Box2-I6-PR_23-6_D13.fsa,Box2-I6-PR_23-6,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0,722_,B02,050_,Apple2019_Box5-6_Plate1-2_PM1r,61,D13,GD_142,,,,,,,,,,,,
FALSE,Box1-H6-MRD_T4_D14.fsa,Box1-H6-MRD_T4,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,626_,B01,050_,Apple2019_Box5-6_Plate1-2_PM1r,61,D14,GD_142,153,153,,,,,152.62,152.62,,,,
FALSE,Box2-I7-RA_11-4_D15.fsa,Box2-I7-RA_11-4,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,730_,B02,058_,Apple2019_Box5-6_Plate1-2_PM1r,62,D15,GD_142,153,165,,,,,152.72,165.01,,,,
FALSE,Box1-H7-KN_12-23_D16.fsa,Box1-H7-KN_12-23,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,634_,B01,058_,Apple2019_Box5-6_Plate1-2_PM1r,62,D16,GD_142,137,153,,,,,137.05,152.53,,,,
FALSE,Box2-I8-KN_19-03_D17.fsa,Box2-I8-KN_19-03,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,738_,B02,066_,Apple2019_Box5-6_Plate1-2_PM1r,77,D17,GD_142,153,153,,,,,152.69,152.69,,,,
FALSE,Box1-H8-BB_T2_D18.fsa,Box1-H8-BB_T2,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,642_,B01,066_,Apple2019_Box5-6_Plate1-2_PM1r,77,D18,GD_142,137,144,,,,,137.16,143.83,,,,
FALSE,Box2-I9-KN_19-09_D19.fsa,Box2-I9-KN_19-09,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,746_,B02,074_,Apple2019_Box5-6_Plate1-2_PM1r,78,D19,GD_142,146,163,,,,,146.16,163,,,,
FALSE,Box1-H9-LH_T3_D20.fsa,Box1-H9-LH_T3,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,650_,B01,074_,Apple2019_Box5-6_Plate1-2_PM1r,78,D20,GD_142,144,151,,,,,143.89,150.55,,,,
FALSE,Box3-A7-RA_01-4_D21.fsa,Box3-A7-RA_01-4,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,754_,B02,082_,Apple2019_Box5-6_Plate1-2_PM1r,93,D21,GD_142,144,157,,,,,143.84,156.9,,,,
FALSE,Box1-I1-KN_12-13_D22.fsa,Box1-I1-KN_12-13,None,CU_2019,PM_1_GD142_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,658_,B01,082_,Apple2019_Box5-6_Plate1-2_PM1r,93,D22,GD_142,137,144,,,,,137.19,143.89,,,,
